date,amount_rm,description
2026-07-21,2115.00,Shah Alam COLLECTIVE PROJECT * IV-02073
2026-07-21,380.00,SHAH ALAM JIJUS CAKES TO SHAR* IV5371
2026-07-21,375.00,SHAH ALAM 365EAT FOOD SDN BHD* 365IN2607-0055
2026-07-22,181.00,SHAH ALAM CATELUX ENTERPRISE * F26072130
2026-07-22,248.00,PUTRAJAYA BLANCOZ SDN BHD * 26-0745
2026-07-22,181.00,PUTRAJAYA CATELUX ENTERPRISE * F26072131
2026-07-22,887.00,PUTRAJAYA TMM RESOURCES * 1-15473
2026-07-22,328.00,Putrajaya COLLECTIVE PROJECT * IV-02135 Depo
2026-07-22,248.00,PUTRAJAYA BLANCOZ SDN BHD * 26-0712
2026-07-22,148.00,TAMARIND BLANCOZ SDN BHD * 26-0714
2026-07-22,148.00,TAMARIND BLANCOZ SDN BHD * 26-0714
2026-07-22,255.00,SHAH ALAM 365EAT FOOD SDN BHD* 365IN2607-0074
2026-07-22,97.00,Nilai COLLECTIVE PROJECT * IV-02138 Depo
2026-07-22,148.00,SHAH ALAM BLANCOZ SDN BHD * 26-0746
2026-07-22,148.00,SHAH ALAM BLANCOZ SDN BHD * 26-0713
2026-07-22,148.00,SHAH ALAM BLANCOZ SDN BHD * 26-0713
2026-07-22,573.60,"Shah Alam PTS FOOD DISTRIBUTI* PF26070854, PG"
2026-07-22,281.50,Shah Alam COLLECTIVE PROJECT * IV-02136 Depo
2026-07-22,1315.20,SHAH ALAM JG PACIFIC FOODS SD* 26070662
2026-07-23,739.20,SHAH ALAM AIRCON HERO SDN. BH* 61236
2026-07-23,931.10,PUTRAJAYA DANKOFF SDN BHD * IN600161742
2026-07-24,53.39,Putrajaya ARIFF IZHAM BIN ABD* 260705TFJTMEHX
2026-07-24,26.90,Putrajaya ARIFF IZHAM BIN ABD* 260705TFAQ72N9
2026-07-24,20.00,PUTRAJAYA ADAM KELVIN * 35456668855270
2026-07-24,61.19,Putrajaya ARIFF IZHAM BIN ABD* 260629CHKGCUK2
2026-07-24,30.00,Putrajaya ARIFF IZHAM BIN ABD* 260630EVG6W960
2026-07-24,28.10,Putrajaya ARIFF IZHAM BIN ABD* 07072026120349
2026-07-24,129.00,Putrajaya ARIFF IZHAM BIN ABD* 260701H55SYWR4
2026-07-24,587.30,PUTRAJAYA TMM RESOURCES * 1-15526
2026-07-24,22.55,Putrajaya ARIFF IZHAM BIN ABD* 260630F74UE8DK
2026-07-24,490.00,PUTRAJAYA 365EAT FOOD SDN BHD* 365IN2607-0079
2026-07-24,12.00,Putrajaya ARIFF IZHAM BIN ABD* R000208331
2026-07-24,16.50,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619616602
2026-07-24,91.82,Putrajaya ARIFF IZHAM BIN ABD* SPWMS202606088
2026-07-24,5.90,Putrajaya ARIFF IZHAM BIN ABD* JGCI2618619601
2026-07-24,655.00,Putrajaya MULTI-WAYS PACKAGIN* Pro.Inv-002365
2026-07-24,1085.94,PUTRAJAYA YOW SENG SDN BHD * YSIV2605-0245
2026-07-24,110.00,PUTRAJAYA ELITE PAC SDN BHD * IV-00204
2026-07-24,12.80,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619310003
2026-07-24,42.60,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619513001
2026-07-24,37.50,Putrajaya ARIFF IZHAM BIN ABD* CS-0225810
2026-07-24,12.61,Putrajaya ARIFF IZHAM BIN ABD* 2606251ETFWKKX
2026-07-24,61.00,Putrajaya ARIFF IZHAM BIN ABD* 260619F46PQC6Q
2026-07-24,21.20,Putrajaya ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-24,20.30,SHAH ALAM ADAM KELVIN * 35414002984363
2026-07-24,30.50,Shah Alam ARIFF IZHAM BIN ABD* CS10443668
2026-07-24,61.00,Shah Alam ARIFF IZHAM BIN ABD* 260619F44MY3WT
2026-07-24,97.52,Shah Alam ARIFF IZHAM BIN ABD* SPWMS202607013
2026-07-24,441.00,Shah Alam MILK & MOKA MARKETI* IVCT-00012542
2026-07-24,129.50,Shah Alam ARIFF IZHAM BIN ABD* H0290320260710
2026-07-24,26.20,IOI Mall ARIFF IZHAM BIN ABD* JGCI2620417601
2026-07-24,22.40,Shah Alam ARIFF IZHAM BIN ABD* 10150520260710
2026-07-24,25.00,Shah Alam ARIFF IZHAM BIN ABD* GRNI-2714
2026-07-24,7.90,Shah Alam ARIFF IZHAM BIN ABD* 0426070726
2026-07-24,86.88,Shah Alam ARIFF IZHAM BIN ABD* 260629CCN9CUMY
2026-07-24,380.00,SHAH ALAM JIJUS CAKES TO SHAR* IV5395
2026-07-24,45.25,Shah Alam ARIFF IZHAM BIN ABD* 1015032026C713
2026-07-24,110.00,SHAH ALAM ELITE PAC SDN BHD * IV-00205
2026-07-24,19.90,Shah Alam ARIFF IZHAM BIN ABD* 2606156HCNFACE
2026-07-24,87.80,Shah Alam ARIFF IZHAM BIN ABD* SAS91320260708
2026-07-24,26.98,Shah Alam ARIFF IZHAM BIN ABD* 260622QRM191R7
2026-07-24,14.22,Shah Alam ARIFF IZHAM BIN ABD* 2606263T7E4F08
2026-07-24,129.98,Shah Alam ARIFF IZHAM BIN ABD* 260701H57SVRKH
2026-07-24,26.00,NILAI ADAM KELVIN * 35458800650721
2026-07-24,26.00,Shah Alam ARIFF IZHAM BIN ABD* H0290120260710
2026-07-24,26.79,Tamarind ARIFF IZHAM BIN ABD* 260707312H9TXF
2026-07-24,33.30,Tamarind ARIFF IZHAM BIN ABD* 260618CYEHSCMQ
2026-07-24,22.52,Tamarind ARIFF IZHAM BIN ABD* 260704RV8GH6BQ
2026-07-24,23.30,Tamarind ARIFF IZHAM BIN ABD* ZI95-T2-302263
2026-07-24,19.20,Tamarind ARIFF IZHAM BIN ABD* 35284262689054
2026-07-24,375.00,TAMARIND 365EAT FOOD SDN BHD* 365IN2607-0080
2026-07-24,76.46,Tamarind ARIFF IZHAM BIN ABD* 260704RV4ESGFK
2026-07-24,21.00,Tamarind ARIFF IZHAM BIN ABD* 35283710583171
2026-07-24,17.10,Tamarind ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-24,32.39,Tamarind ARIFF IZHAM BIN ABD* 000VTS-POB0006
2026-07-24,235.80,Tamarind COLLECTIVE PROJECT * IV-02137
2026-07-24,60.70,Tamarind ARIFF IZHAM BIN ABD* CS-0226207
2026-07-24,16.30,Tamarind ARIFF IZHAM BIN ABD* 010133
2026-07-24,18.00,Tamarind ARIFF IZHAM BIN ABD* CS-0226346
2026-07-24,45.35,Tamarind ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-24,151.50,TAMARIND YOW SENG SDN BHD * YSIV2605-1766
2026-07-24,19.60,Tamarind ARIFF IZHAM BIN ABD* ZI95-T2-302493
2026-07-24,21.00,Tamarind ARIFF IZHAM BIN ABD* 35357976433537
2026-07-24,16.75,Tamarind ARIFF IZHAM BIN ABD* 000VTS-P080006
2026-07-24,116.48,Tamarind ARIFF IZHAM BIN ABD* 260701H53Q4X5F
2026-07-27,15.70,Shah Alam ARIFF IZHAM BIN ABD* 466932
2026-07-27,5.70,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619718001
2026-07-27,33.95,Putrajaya ARIFF IZHAM BIN ABD* A-9KK739SGX86L
2026-07-27,6.40,Putrajaya ARIFF IZHAM BIN ABD* GRNI-2811
2026-07-27,5.70,Tamarind ARIFF IZHAM BIN ABD* JGCI2620020601
2026-07-27,17.45,Shah Alam ARIFF IZHAM BIN ABD* 0426072065
2026-07-27,19.80,Tamarind ARIFF IZHAM BIN ABD* R000436678
2026-07-27,230.00,Shah Alam JS BREADSERIE ENTER* SO-00686
2026-07-27,1152.00,PUTRAJAYA KUALA LUMPUR FRIED * 00656906
2026-07-27,28.15,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619910001
2026-07-27,65.40,Putrajaya ARIFF IZHAM BIN ABD* ZI95-T3-439111
2026-07-27,157.36,Putrajaya ARIFF IZHAM BIN ABD* SPWMS202607069
2026-07-27,15.90,Putrajaya ARIFF IZHAM BIN ABD* R000209076
2026-07-27,23.00,Putrajaya ARIFF IZHAM BIN ABD* GRNI-2811
2026-07-27,15.60,Putrajaya ARIFF IZHAM BIN ABD* JGT2261590100/
2026-07-27,280.00,Shah Alam ARIFF IZHAM BIN ABD* INV-20260725-0
2026-07-27,201.00,Shah Alam ARIFF IZHAM BIN ABD* A-9KRMOLCGWXB8
2026-07-27,490.00,SHAH ALAM 365EAT FOOD SDN BHD* 365IN2607-0089
2026-07-27,66.55,Shah Alam ARIFF IZHAM BIN ABD* 260716S84U8PPK
2026-07-27,432.00,Shah Alam MILK & MOKA MARKETI* IvCT 00012381
2026-07-27,94.00,Shah Alam ARIFF IZHAM BIN ABD* 2607194VH7Q7M1
2026-07-27,89.20,Shah Alam ARIFF IZHAM BIN ABD* 2607218NUKTHYC
2026-07-27,109.40,Shah Alam ARIFF IZHAM BIN ABD* 260716S91W3KHH
2026-07-27,56.00,Shah Alam ARIFF IZHAM BIN ABD* 260714N5SFDR0P
2026-07-27,26.70,Shah Alam ARIFF IZHAM BIN ABD* CSS13-00022676
2026-07-27,341.04,SHAH ALAM PASTRY WORLD SDN. B* SO2607/2827
2026-07-27,38.50,Putrajaya ARIFF IZHAM BIN ABD* 260713HXXY8TAS
2026-07-27,25.50,Putrajaya ARIFF IZHAM BIN ABD* R000209741
2026-07-27,17.10,Putrajaya ARIFF IZHAM BIN ABD* R000127013
2026-07-27,121.50,Putrajaya ARIFF IZHAM BIN ABD* JGC12620110602
2026-07-27,13.60,Putrajaya ARIFF IZHAM BIN ABD* JGCI2620016002
2026-07-27,96.52,Shah Alam ARIFF IZHAM BIN ABD* 260714N5Q42KKE
2026-07-27,30.26,Shah Alam ARIFF IZHAM BIN ABD* 260713HXR5V7BF
2026-07-27,29.38,Tamarind ARIFF IZHAM BIN ABD* 260710B649027D
2026-07-27,17.30,Tamarind ARIFF IZHAM BIN ABD* 35428751052040
2026-07-27,230.00,Tamarind JS BREADSERIE ENTER* SO-00687
2026-07-27,75.00,Tamarind ARIFF IZHAM BIN ABD* CS-0227878
2026-07-27,341.04,TAMARIND PASTRY WORLD SDN. B* SO2607/2823
2026-07-27,110.00,Tamarind ARIFF IZHAM BIN ABD* CS-0226941
2026-07-27,40.70,Putrajaya ARIFF IZHAM BIN ABD* JGCI2619911002
2026-07-27,320.00,Putrajaya JS BREADSERIE ENTER* SO-00685
2026-07-27,2269.50,PUTRAJAYA JG PACIFIC FOODS SD* 26070815
2026-07-27,43.23,Putrajaya ARIFF IZHAM BIN ABD* 260713HYE8J12C
2026-07-27,42.50,Putrajaya ARIFF IZHAM BIN ABD* R000126793
2026-07-27,1152.00,PUTRAJAYA KUALA LUMPUR FRIED * 00657626
2026-07-27,5.90,Putrajaya ARIFF IZHAM BIN ABD* JGCI2620015002
2026-07-27,6.70,Putrajaya ARIFF IZHAM BIN ABD* JGCI2620017601
2026-07-27,37.10,Putrajaya ARIFF IZHAM BIN ABD* R000209697
2026-07-27,122.35,IOI Mall ARIFF IZHAM BIN ABD* JGCI2620612602
